id,created_at,updated_at,user_id,content_id,content_type,rating,feedback
0a58387b-09c1-464f-808d-cda8eabfceeb,2025-10-03 15:50:41.677047+00,2025-10-03 15:50:41.677047+00,a2cc3311-3823-4082-8c01-0635f4a0bd8c,c725d17c-04cd-4ebb-afb4-2445b97f84cc,summary,5,[]
0b081b42-d9e6-482a-8823-6c6679bc396c,2025-10-16 08:02:03.748019+00,2025-10-16 08:02:03.748019+00,7e62eb39-5545-4ee8-b033-b31ca0c2bb97,16d1baef-8193-4e05-a831-6e389afc66d4,summary,4,[]
0b58faa9-2205-4e88-94eb-0343eda28aa3,2025-09-28 10:56:06.069971+00,2025-09-28 10:56:06.069971+00,2c3ea2b9-f142-4799-a5c1-c01678dc96e7,b50e0d58-5ac0-427a-a4de-4b387c1c05b1,summary,5,"[""Easy to follow"",""Well structured"",""Good pronunciation""]"
0c058887-e1f2-4ed9-af7e-d45fc336897a,2025-10-01 03:25:34.957139+00,2025-10-01 03:25:34.957139+00,3f2d22cc-d4e4-4169-8aa8-c77e4d01c9cb,43a719d1-b700-44c8-8176-695050ce0287,summary,5,"[""Right level of detail""]"
0e0d0eff-b583-4090-a867-0eac192e6a48,2025-10-27 03:07:59.789304+00,2025-10-27 03:07:59.789304+00,2f2af87b-1a51-4ae9-885c-39765dce0af8,16d1baef-8193-4e05-a831-6e389afc66d4,summary,4,"[""Pleasant voice"",""Right level of detail""]"
0e487840-25fb-49fc-8136-648b2c8371cf,2025-09-27 08:40:58.945311+00,2025-09-27 08:40:58.945311+00,43e2cbf1-c57c-49e4-af7e-aba56f46cf40,2610c709-8108-4e18-aca5-a71b6e8e9fc3,summary,5,"[""Right level of detail"",""Good pronunciation"",""Well structured"",""Pleasant voice""]"
0f336daa-b7de-4c06-b76e-ee6790d43b80,2025-10-06 07:43:47.822479+00,2025-10-06 07:43:47.822479+00,4d2d3bc4-8b3e-4a4d-a37b-a494d41b3cfc,43a719d1-b700-44c8-8176-695050ce0287,summary,5,"[""Right level of detail"",""Easy to follow"",""Good pronunciation"",""Pleasant voice"",""Others: A wonderful book, with utmost wisdom needed for present generation for now and future.""]"
0fa3c4ec-80b8-4aa3-9993-142d30a66a0b,2025-09-29 06:37:33.074548+00,2025-09-29 06:37:33.074548+00,22013dce-42c3-4c18-889f-0ad995dc045e,43a719d1-b700-44c8-8176-695050ce0287,summary,5,"[""Well structured""]"
114514aa-2f6e-4de3-bc30-c9568a0b4790,2025-10-01 13:58:30.613245+00,2025-10-01 13:58:30.613245+00,df5881da-d33c-4920-b33c-f9bd8161638d,a3a943ba-0df0-4645-9019-a05abdd2b030,summary,5,[]
126257a8-bf95-4655-b7fb-71cebae16a9e,2025-10-07 14:55:21.98603+00,2025-10-07 14:55:21.98603+00,589fa413-4067-4669-a182-cb993228c69c,c4849c39-d9bd-4072-ba4b-d7ebc057b52d,summary,5,"[""Right level of detail"",""Easy to follow"",""Well structured"",""Pleasant voice"",""Good pronunciation""]"
14165dca-0de6-4319-a4f0-c2e876874316,2025-10-06 09:12:08.743211+00,2025-10-06 09:12:08.743211+00,8042579b-2c7f-4cb4-a6eb-93be4128af90,a3a943ba-0df0-4645-9019-a05abdd2b030,summary,4,[]
1467614b-aad6-4609-9c9b-9bbc9ac57b8f,2025-10-04 03:16:56.787836+00,2025-10-04 03:16:56.787836+00,c4187179-4849-4f48-87f9-a0b99974a703,4e9f1799-8847-4fe5-9310-d01ffe5dd2c0,summary,5,[]
14d077c4-965c-4399-a776-d1bf2bd21f51,2025-09-28 06:27:30.176594+00,2025-09-28 06:27:30.176594+00,3b816017-6cf6-4e5c-95ed-1619fae0c69c,a3a943ba-0df0-4645-9019-a05abdd2b030,summary,5,[]
151bdf70-2880-41ab-a2eb-068e9e65c128,2025-09-28 10:56:06.07797+00,2025-09-28 10:56:06.07797+00,2c3ea2b9-f142-4799-a5c1-c01678dc96e7,b50e0d58-5ac0-427a-a4de-4b387c1c05b1,summary,5,"[""Easy to follow"",""Well structured""]"
153ae8aa-cf5a-4bf2-9e2a-48e797a12028,2025-10-12 02:00:31.416092+00,2025-10-12 02:00:31.416092+00,b9240711-f2f0-4f86-b36d-460f41566b6a,aec0c8f9-b75a-4edc-8e60-dd7b9e92bcea,summary,5,[]
163bf32b-9686-49c2-85d0-e0775fc7009c,2025-10-28 23:27:33.749133+00,2025-10-28 23:27:33.749133+00,4813f5f6-c7e7-4cf2-af3a-47d3f3688d5c,c4849c39-d9bd-4072-ba4b-d7ebc057b52d,summary,5,[]
167579af-ce9c-41b5-8477-478468c3b495,2025-09-27 17:23:27.73487+00,2025-09-27 17:23:27.73487+00,3bcbc50f-2a8f-40d0-b4b8-3779bd5d3c21,2b596717-2692-44b6-a768-5339499c4490,summary,5,"[""Easy to follow"",""Well structured""]"
19c05f5a-1c2f-408d-ba78-37708c14234f,2025-09-28 16:18:13.716831+00,2025-09-28 16:18:13.716831+00,0762306d-c7ee-48c2-882a-58c1194c2b91,b50e0d58-5ac0-427a-a4de-4b387c1c05b1,summary,5,[]
19c48c27-2bef-4fa1-a22b-25e5b8b742be,2025-10-04 15:13:22.606224+00,2025-10-04 15:13:22.606224+00,3dd5a388-a889-49d6-945c-8e4018e03122,4e9f1799-8847-4fe5-9310-d01ffe5dd2c0,summary,5,[]
1a0f5603-3869-444f-81ca-4e7ade053e17,2025-10-16 12:45:01.641219+00,2025-10-16 12:45:01.641219+00,9a944fd7-8f14-4311-8e23-bd4535edb783,aec0c8f9-b75a-4edc-8e60-dd7b9e92bcea,summary,5,[]
1aadca29-e784-4a09-99cd-6e193e96c58d,2025-10-05 13:03:48.413716+00,2025-10-05 13:03:48.413716+00,c22c498b-f78c-4a9e-a755-730738be189d,a3a943ba-0df0-4645-9019-a05abdd2b030,summary,5,"[""Easy to follow""]"
1cb30df2-b44b-419d-a118-02153836c48b,2025-10-12 13:34:02.61186+00,2025-10-12 13:34:02.61186+00,8984f475-91e0-48ac-baca-35d7ec755c9c,c4849c39-d9bd-4072-ba4b-d7ebc057b52d,summary,5,"[""Easy to follow"",""Right level of detail"",""Pleasant voice"",""Well structured""]"
1cdde060-360a-4416-b369-b8f0f5b13c44,2025-09-27 23:27:13.518513+00,2025-09-27 23:27:13.518513+00,c502f5b6-f57a-441a-a7f2-702c83255148,43a719d1-b700-44c8-8176-695050ce0287,summary,5,[]
1d3abf72-a4b8-47ad-982b-df2735dcf20a,2025-09-28 15:57:07.87498+00,2025-09-28 15:57:07.87498+00,3e6f0cba-c01e-4eca-b37b-5aad9a3d89c7,43a719d1-b700-44c8-8176-695050ce0287,summary,5,"[""Right level of detail"",""Good pronunciation"",""Easy to follow"",""Well structured"",""Pleasant voice""]"
1dcbbb68-ce67-45f7-9081-2e94ed47f023,2025-10-22 09:53:52.00323+00,2025-10-22 09:53:52.00323+00,1e68bd38-7f19-4047-a647-9c1a335b826a,b50e0d58-5ac0-427a-a4de-4b387c1c05b1,summary,5,"[""Right level of detail""]"
1f9cb9bd-e210-41b5-bfe8-b686598e5d0a,2025-09-30 23:00:28.417158+00,2025-09-30 23:00:28.417158+00,6cdaf8c3-0388-4673-ba21-ce4d4ec3b269,c4849c39-d9bd-4072-ba4b-d7ebc057b52d,summary,5,"[""Well structured""]"
1fd37524-3028-4bd4-9e63-45d4ab7b4416,2025-10-02 05:16:50.552308+00,2025-10-02 05:16:50.552308+00,daa21ec4-2cd2-4724-bf63-eec668de557f,aec0c8f9-b75a-4edc-8e60-dd7b9e92bcea,summary,5,"[""Easy to follow"",""Well structured""]"
20248f6e-0904-43d4-8cda-d9eccbc461c9,2025-09-27 15:07:28.350321+00,2025-09-27 15:07:28.350321+00,414636f7-bbb4-4fca-a9e7-be2177dff84d,a3a943ba-0df0-4645-9019-a05abdd2b030,summary,5,"[""Easy to follow""]"
20c53352-7371-4722-805d-4dc0828ca3fa,2025-10-01 07:11:22.107931+00,2025-10-01 07:11:22.107931+00,c36a025b-be6b-4ce9-92cd-b52b3470d77c,e3d7dfe2-ad6c-4b4c-a501-986c05dd9ad3,summary,4,[]
22b83fed-7f61-4b69-8805-b38e73d8881b,2025-10-09 05:34:21.581963+00,2025-10-09 05:34:21.581963+00,06cb0444-1e85-49a6-9468-acedd6b4d952,a3a943ba-0df0-4645-9019-a05abdd2b030,summary,5,[]
23792503-f713-4c4c-b9d7-9717e422ee3f,2025-10-18 01:17:11.11604+00,2025-10-18 01:17:11.11604+00,c4187179-4849-4f48-87f9-a0b99974a703,c725d17c-04cd-4ebb-afb4-2445b97f84cc,summary,5,[]
2392c9e8-085a-4c32-b122-19b82db2c8b4,2025-10-05 18:43:17.613398+00,2025-10-05 18:43:17.613398+00,80f6c346-5a6c-4a59-b401-ae123b0f9e6a,e3d7dfe2-ad6c-4b4c-a501-986c05dd9ad3,summary,5,"[""Easy to follow""]"
25cb3361-c380-4418-83de-66b7c206a2b0,2025-09-28 10:55:48.714253+00,2025-09-28 10:55:48.714253+00,2c3ea2b9-f142-4799-a5c1-c01678dc96e7,b50e0d58-5ac0-427a-a4de-4b387c1c05b1,summary,5,[]
2693eaa8-57ae-44fc-82f4-198bb45a73fb,2025-10-01 04:58:22.134326+00,2025-10-01 04:58:22.134326+00,f968dc8d-b41e-4898-b840-9d116423b0c3,9181b76c-67a9-4328-9632-3315cfc0b427,summary,4,"[""Right level of detail""]"
277ef27a-a429-4b2e-9047-ab06a118e2a2,2025-10-01 06:45:13.107127+00,2025-10-01 06:45:13.107127+00,2c755f47-680a-4620-8e10-f5a8017c1e01,43a719d1-b700-44c8-8176-695050ce0287,summary,5,"[""Right level of detail""]"
28a1aae0-1816-42ac-96c3-42635e4ce94b,2025-09-28 09:44:52.648021+00,2025-09-28 09:44:52.648021+00,3dd5a388-a889-49d6-945c-8e4018e03122,2b596717-2692-44b6-a768-5339499c4490,summary,5,[]
294adffe-66cd-4ddc-bf57-a1c3601c7176,2025-10-12 13:34:10.03734+00,2025-10-12 13:34:10.03734+00,8984f475-91e0-48ac-baca-35d7ec755c9c,c4849c39-d9bd-4072-ba4b-d7ebc057b52d,summary,5,"[""Easy to follow"",""Right level of detail"",""Pleasant voice"",""Well structured"",""Good pronunciation""]"
29b040d9-1327-472a-9746-c44332f703f5,2025-09-30 09:07:14.488431+00,2025-09-30 09:07:14.488431+00,965c93ae-4007-4ce3-9661-23686208d0c1,7ea24f8e-ccaf-4881-9231-b0c9597ad808,summary,5,"[""Right level of detail"",""Well structured"",""Others: it's a divine boon to the people who find it difficult to read books despite their enthusiasm especi""]"
29bc8757-2f7a-44ce-ab2a-4f33174f5f55,2025-09-27 08:40:50.397461+00,2025-09-27 08:40:50.397461+00,43e2cbf1-c57c-49e4-af7e-aba56f46cf40,2610c709-8108-4e18-aca5-a71b6e8e9fc3,summary,5,"[""Right level of detail"",""Good pronunciation"",""Well structured"",""Pleasant voice""]"
29c4aa5d-55bb-4f91-9208-04ccb352d0d0,2025-09-28 09:22:30.437268+00,2025-09-28 09:22:30.437268+00,989ba72d-50b4-4e86-80e5-7a6e877d1f9c,c4849c39-d9bd-4072-ba4b-d7ebc057b52d,summary,5,[]
2a3d6ca1-ca23-46f4-8bf6-6ec2f10376e2,2025-10-12 13:34:03.833427+00,2025-10-12 13:34:03.833427+00,8984f475-91e0-48ac-baca-35d7ec755c9c,c4849c39-d9bd-4072-ba4b-d7ebc057b52d,summary,5,"[""Easy to follow"",""Right level of detail"",""Pleasant voice"",""Well structured""]"
2a68fe52-6610-4bab-9767-0765093cab56,2025-10-07 03:36:48.384497+00,2025-10-07 03:36:48.384497+00,9a944fd7-8f14-4311-8e23-bd4535edb783,43a719d1-b700-44c8-8176-695050ce0287,summary,5,[]
2ac73932-72ae-46b9-b01d-afe066b5541e,2025-10-13 21:48:50.397333+00,2025-10-13 21:48:50.397333+00,b5b7f47a-8898-4e94-9c1f-f8e41a911506,2b596717-2692-44b6-a768-5339499c4490,summary,5,"[""Easy to follow""]"
2b09cbb0-0c50-4a99-a6ae-c282da353b42,2025-10-04 04:38:43.621732+00,2025-10-04 04:38:43.621732+00,f968dc8d-b41e-4898-b840-9d116423b0c3,a3a943ba-0df0-4645-9019-a05abdd2b030,summary,4,"[""Right level of detail"",""Well structured"",""Others: enjoyed hearing the review on anger to Love. All five steps on conquering ANGER beautifully explaine""]"
2c5099da-c978-433c-81c8-f6c2d0ac1ea6,2025-10-15 02:29:21.521066+00,2025-10-15 02:29:21.521066+00,53f83cb1-cdb9-49b6-82cd-2a480c803d01,7ea24f8e-ccaf-4881-9231-b0c9597ad808,summary,5,"[""Right level of detail""]"
2ccaaef5-b45b-422a-ac30-21016dbc3d64,2025-10-01 01:44:00.449726+00,2025-10-01 01:44:00.449726+00,8fb3b538-0e67-467c-ac83-2cdb17fd32e7,c4849c39-d9bd-4072-ba4b-d7ebc057b52d,summary,5,"[""Well structured""]"
2d0f3949-83ac-45a1-9411-14c64d0647bf,2025-10-19 09:58:41.236917+00,2025-10-19 09:58:41.236917+00,5a428934-0c91-4244-b853-67c17d62c72d,2610c709-8108-4e18-aca5-a71b6e8e9fc3,summary,5,"[""Easy to follow""]"
2da9a4c1-0641-477a-9578-105c0867d9e2,2025-10-19 07:55:29.717948+00,2025-10-19 07:55:29.717948+00,9bf70392-e535-413e-bc89-2336dbcada14,43a719d1-b700-44c8-8176-695050ce0287,summary,4,[]
2e467748-b1b0-4ff0-b7f4-72c4ffe79fe1,2025-10-01 06:49:03.57511+00,2025-10-01 06:49:03.57511+00,31b159d0-a0c5-462e-8f9b-9c5214282dc7,c4849c39-d9bd-4072-ba4b-d7ebc057b52d,summary,5,[]
2f5ddc09-f10f-4ef2-96c9-65123df1e674,2025-09-27 08:41:01.184492+00,2025-09-27 08:41:01.184492+00,43e2cbf1-c57c-49e4-af7e-aba56f46cf40,2610c709-8108-4e18-aca5-a71b6e8e9fc3,summary,5,"[""Right level of detail"",""Good pronunciation"",""Well structured"",""Pleasant voice""]"
2faacec4-e0c0-4cde-97e8-554b2b355af3,2025-10-01 16:48:56.443047+00,2025-10-01 16:48:56.443047+00,dc482e63-c69a-4268-8be2-07643e6e5939,a3a943ba-0df0-4645-9019-a05abdd2b030,summary,5,[]
2fb0843d-4197-4ec6-9e89-021c54c8ffbf,2025-09-27 08:41:01.188335+00,2025-09-27 08:41:01.188335+00,43e2cbf1-c57c-49e4-af7e-aba56f46cf40,2610c709-8108-4e18-aca5-a71b6e8e9fc3,summary,5,"[""Right level of detail"",""Good pronunciation"",""Well structured"",""Pleasant voice""]"
307a8fed-787c-450f-8e41-41216242df0d,2025-10-02 02:34:31.69939+00,2025-10-02 02:34:31.69939+00,1a4428e5-47d1-4507-8dab-43ba009368c5,c4849c39-d9bd-4072-ba4b-d7ebc057b52d,summary,5,"[""Right level of detail"",""Easy to follow"",""Good pronunciation"",""Pleasant voice"",""Well structured"",""Others: A  practical book with real spritual wisdom to read and implement in our daily life to grow...""]"
30fe1490-3cae-4ce6-9786-15b6c4b0c3f6,2025-10-01 04:09:23.684034+00,2025-10-01 04:09:23.684034+00,9a944fd7-8f14-4311-8e23-bd4535edb783,b50e0d58-5ac0-427a-a4de-4b387c1c05b1,summary,5,[]
316b8c0a-2576-4b42-8269-c52792b88096,2025-10-05 10:08:26.83438+00,2025-10-05 10:08:26.83438+00,be3d12a8-dae1-4df5-9eb5-7b5324be7122,701daffb-6b59-4b3d-a957-27cc4ecf302a,summary,5,[]
3189adce-f472-488d-a07e-63b5f5418e56,2025-09-27 08:41:06.358616+00,2025-09-27 08:41:06.358616+00,43e2cbf1-c57c-49e4-af7e-aba56f46cf40,2610c709-8108-4e18-aca5-a71b6e8e9fc3,summary,5,"[""Right level of detail"",""Good pronunciation"",""Well structured"",""Pleasant voice""]"
31aad46a-9ee3-47df-8e6b-29d43e33d738,2025-09-28 21:39:42.627199+00,2025-09-28 21:39:42.627199+00,58e43c58-a188-4467-83cf-4cca876430a5,43a719d1-b700-44c8-8176-695050ce0287,summary,5,"[""Easy to follow""]"
33334ff2-3cc9-44b1-acbf-874dd21d5ed3,2025-09-28 21:54:49.700894+00,2025-09-28 21:54:49.700894+00,196e409c-a563-4963-b26c-e2b6e9a954cd,4e9f1799-8847-4fe5-9310-d01ffe5dd2c0,summary,5,[]
33afa213-73cd-41c0-833c-3979e546de9c,2025-10-03 01:49:30.306973+00,2025-10-03 01:49:30.306973+00,dd28441b-828a-4fdb-ad46-32321a5bfa11,c4849c39-d9bd-4072-ba4b-d7ebc057b52d,summary,5,"[""Right level of detail""]"
33f4bf06-71b5-4762-9d4e-a476aae824f5,2025-09-27 17:44:43.99409+00,2025-09-27 17:44:43.99409+00,3bcbc50f-2a8f-40d0-b4b8-3779bd5d3c21,b50e0d58-5ac0-427a-a4de-4b387c1c05b1,summary,5,[]
35cb51a2-2fb4-4f88-a577-09a0566b6a22,2025-10-08 09:58:43.446011+00,2025-10-08 09:58:43.446011+00,d4decff4-1ce7-4ddf-8490-e08ac5e2178e,aec0c8f9-b75a-4edc-8e60-dd7b9e92bcea,summary,4,"[""Right level of detail"",""Easy to follow"",""Good pronunciation"",""Well structured""]"
36267a4f-2b8a-46e1-a78f-b0d5deea2554,2025-09-28 06:04:37.673271+00,2025-09-28 06:04:37.673271+00,0c8151cc-d4ec-4718-8f54-d331af7f332a,2b596717-2692-44b6-a768-5339499c4490,summary,5,"[""Right level of detail"",""Easy to follow"",""Good pronunciation"",""Pleasant voice"",""Well structured""]"
37baf805-4173-4b84-a5f3-0286aa7c687d,2025-09-27 23:25:35.125009+00,2025-09-27 23:25:35.125009+00,695aca63-2164-43ea-a11b-30614be0c9a1,89354efe-b8bc-477a-b9ba-74a8e5c6a7a1,summary,5,[]
3a152375-3589-4df2-8bae-0b84c7295ebf,2025-10-18 03:16:33.287862+00,2025-10-18 03:16:33.287862+00,9a5d6755-5a4a-4535-893a-abb646f217d2,c4849c39-d9bd-4072-ba4b-d7ebc057b52d,summary,5,[]
3a2e28aa-3d44-45f1-a33b-6a95dd8989b9,2025-10-02 08:56:48.638596+00,2025-10-02 08:56:48.638596+00,80f6c346-5a6c-4a59-b401-ae123b0f9e6a,a3a943ba-0df0-4645-9019-a05abdd2b030,summary,5,"[""Well structured""]"
3a9183ae-5d96-4c60-b99a-307e06f2dfde,2025-10-11 17:16:14.566799+00,2025-10-11 17:16:14.566799+00,9a5d6755-5a4a-4535-893a-abb646f217d2,2b596717-2692-44b6-a768-5339499c4490,summary,5,[]
3b7b735e-27db-460d-b66f-74722d5641f9,2025-09-30 02:39:17.300876+00,2025-09-30 02:39:17.300876+00,2f2af87b-1a51-4ae9-885c-39765dce0af8,701daffb-6b59-4b3d-a957-27cc4ecf302a,summary,5,"[""Well structured""]"
3c3bfbf3-90c1-4570-8fe2-3ac169a3223b,2025-10-04 03:16:56.80384+00,2025-10-04 03:16:56.80384+00,c4187179-4849-4f48-87f9-a0b99974a703,4e9f1799-8847-4fe5-9310-d01ffe5dd2c0,summary,5,[]
3d4bfd7d-f841-4fcf-8716-c2e3c3b3e001,2025-10-12 13:13:42.804483+00,2025-10-12 13:13:42.804483+00,8984f475-91e0-48ac-baca-35d7ec755c9c,b50e0d58-5ac0-427a-a4de-4b387c1c05b1,summary,5,"[""Right level of detail"",""Easy to follow"",""Good pronunciation"",""Pleasant voice"",""Well structured""]"
3d5f8292-60a7-457c-aa98-ace2f2f981ce,2025-10-16 08:02:01.838668+00,2025-10-16 08:02:01.838668+00,7e62eb39-5545-4ee8-b033-b31ca0c2bb97,16d1baef-8193-4e05-a831-6e389afc66d4,summary,4,[]
3d668f32-588a-4869-8c8d-03add4ff0034,2025-09-27 16:50:47.482633+00,2025-09-27 16:50:47.482633+00,e7484f24-444e-45c3-ace0-e2d75e224df1,b50e0d58-5ac0-427a-a4de-4b387c1c05b1,summary,5,[]
3d77eba7-2a73-4b30-bac8-17358855f01a,2025-09-30 10:09:02.728987+00,2025-09-30 10:09:02.728987+00,80f6c346-5a6c-4a59-b401-ae123b0f9e6a,701daffb-6b59-4b3d-a957-27cc4ecf302a,summary,5,"[""Easy to follow""]"
3d9b6727-fc9a-43f9-aca2-99318b736139,2025-10-26 13:00:42.846177+00,2025-10-26 13:00:42.846177+00,da7b7dd2-c3a2-44fa-9a93-90352b3e7871,43a719d1-b700-44c8-8176-695050ce0287,summary,5,"[""Easy to follow""]"
3de54c1c-da09-4b71-9eb9-48ad9a021604,2025-10-17 18:40:45.142652+00,2025-10-17 18:40:45.142652+00,869c6912-1df9-48dc-9f1a-1ae717c3ee98,2b596717-2692-44b6-a768-5339499c4490,summary,4,[]
3e0834df-276e-4313-9180-9f45b85f4d8f,2025-09-29 07:22:21.241906+00,2025-09-29 07:22:21.241906+00,aee29863-c42a-438d-b5c4-bdecb49af3a7,c4849c39-d9bd-4072-ba4b-d7ebc057b52d,summary,5,"[""Well structured""]"
3e58714a-7135-4296-9abe-333ab1951dfd,2025-09-27 15:07:28.349607+00,2025-09-27 15:07:28.349607+00,607ae9e7-742c-4d03-9a74-8b7200c3bca1,a3a943ba-0df0-4645-9019-a05abdd2b030,summary,5,"[""Easy to follow""]"
3fb343df-db57-407b-ae20-8ddfc012bc37,2025-09-27 08:40:52.770723+00,2025-09-27 08:40:52.770723+00,43e2cbf1-c57c-49e4-af7e-aba56f46cf40,2610c709-8108-4e18-aca5-a71b6e8e9fc3,summary,5,"[""Right level of detail"",""Good pronunciation"",""Well structured"",""Pleasant voice""]"
4038aa72-cbe0-45fc-98ed-b05c85ed9b4c,2025-10-23 03:04:47.79864+00,2025-10-23 03:04:47.79864+00,2f2af87b-1a51-4ae9-885c-39765dce0af8,3bf7254b-f2c6-4d5d-854f-67bc3c6bcca7,summary,5,[]
4102e322-503f-4758-af75-a43084ed23e1,2025-10-23 09:58:54.553889+00,2025-10-23 09:58:54.553889+00,94071b50-1c8b-44d9-b448-7bdfd3c80f04,c4849c39-d9bd-4072-ba4b-d7ebc057b52d,summary,5,[]
4118c597-04b6-46dc-9df5-a808ce81a4ca,2025-10-06 21:42:18.862299+00,2025-10-06 21:42:18.862299+00,87ea3090-6dfc-4b88-87cd-8e9ee43b29c9,5cf2f9e3-3275-49f5-accc-ef43f6c584e3,summary,5,"[""Right level of detail"",""Easy to follow"",""Good pronunciation"",""Pleasant voice"",""Well structured""]"
425fb985-0c79-4de4-9ac6-b90e5d108a37,2025-09-29 22:05:53.188572+00,2025-09-29 22:05:53.188572+00,87468f92-2da4-4a27-b22b-659595ad7b35,a3a943ba-0df0-4645-9019-a05abdd2b030,summary,5,"[""Well structured""]"
4397a9c9-1c73-4244-a194-5d56255ea48a,2025-09-30 08:40:55.584887+00,2025-09-30 08:40:55.584887+00,965c93ae-4007-4ce3-9661-23686208d0c1,2610c709-8108-4e18-aca5-a71b6e8e9fc3,summary,5,[]
44a7591a-ae65-432a-9673-dce6faa2cf5d,2025-10-28 19:34:33.673343+00,2025-10-28 19:34:33.673343+00,9f0e9362-94d6-4b21-bf44-93df23e0759a,b50e0d58-5ac0-427a-a4de-4b387c1c05b1,summary,4,[]
4558371a-fd54-4954-b64e-a7eaad91aa0a,2025-09-27 15:07:28.340067+00,2025-09-27 15:07:28.340067+00,a62e01ca-6280-4409-b3da-3be7122a0933,a3a943ba-0df0-4645-9019-a05abdd2b030,summary,5,"[""Easy to follow""]"
455837f3-f4af-495a-8e1b-4b28408ee3f8,2025-10-17 03:31:36.023583+00,2025-10-17 03:31:36.023583+00,9a5d6755-5a4a-4535-893a-abb646f217d2,aec0c8f9-b75a-4edc-8e60-dd7b9e92bcea,summary,5,[]
455f1fee-a975-492a-9d58-507a8992f702,2025-09-26 21:51:36.185365+00,2025-09-26 21:51:36.185365+00,ac33028c-94ef-444b-a4fe-5cce85c79771,b50e0d58-5ac0-427a-a4de-4b387c1c05b1,summary,4,"[""Well structured""]"
