id,created_at,source_id,total_duration,title,author,category,cover_page,total_chapters,audio,tagline,source,priority,published,updated_at
1a93d805-1664-4dce-b0ae-255450cc020d,2025-09-23 17:49:01.750206+00,139324fd4ae58251758e3b33,21:30,The Oxygen Advantage,Patrick McKeown,Body,https://ziifsmeagbyyjsnmxwns.supabase.co/storage/v1/object/public/content/summaries/cover-pages/139324fd4ae58251758e3b33_The Oxygen Advantage.webp?,7,https://ziifsmeagbyyjsnmxwns.supabase.co/storage/v1/object/public/content/summaries/audio/139324fd4ae58251758e3b33_The Oxygen Advantage.mp3?,,false,false,true,2025-09-24 11:56:40.591511+00
1e342192-614d-4dfd-84e7-886ba37f9cd6,2025-09-26 04:16:48.522718+00,5a35031a66e37f5c4932e343,07:44,10% Happier,Dan Harris,Meditation,https://ziifsmeagbyyjsnmxwns.supabase.co/storage/v1/object/public/content/summaries/cover-pages/Happier.webp,7,https://ziifsmeagbyyjsnmxwns.supabase.co/storage/v1/object/public/content/summaries/audio/Happier_voice.mp3,Join a skeptical news anchor on his journey to mindfulness and discover how a little meditation can lead to a happier life.,,false,true,2025-09-26 04:16:48.522718+00
1f59ffa1-9386-4b22-8eeb-a1c068a22b7b,2025-09-26 04:16:53.871535+00,61ce251e77b1af9e970fcc58,16:58,How We Grow Up,Matt Richtel,Psychology,https://ziifsmeagbyyjsnmxwns.supabase.co/storage/v1/object/public/content/summaries/cover-pages/61ce251e77b1af9e970fcc58_How_We_Grow_Up.webp?,7,https://ziifsmeagbyyjsnmxwns.supabase.co/storage/v1/object/public/content/summaries/audio/61ce251e77b1af9e970fcc58_How We Grow Up_voice.mp3?,Delve into the complexities of modern childhood and how our environment shapes the growth of the next generation.,,false,true,2025-09-26 04:16:53.871535+00
24967f78-2309-4bc4-9e98-bfe84c10b265,2025-09-23 17:49:07.379292+00,96f4b661177d315c6beec321,23:23,Essentialism,Greg McKeown,Productivity,https://ziifsmeagbyyjsnmxwns.supabase.co/storage/v1/object/public/content/summaries/cover-pages/96f4b661177d315c6beec321_Essentialism.webp?,7,https://ziifsmeagbyyjsnmxwns.supabase.co/storage/v1/object/public/content/summaries/audio/96f4b661177d315c6beec321_Essentialism.mp3?,Learn how to eliminate the non-essential and focus on what truly matters in your life.,false,false,true,2025-09-24 11:56:40.591511+00
25811f23-9b99-407f-96fd-1bf9b08a483d,2025-09-23 17:49:17.560432+00,5e3667a8f9f8ba58fbf25dd3,20:34,Letting Go,David R. Hawkins,Spirituality,https://ziifsmeagbyyjsnmxwns.supabase.co/storage/v1/object/public/content/summaries/cover-pages/5e3667a8f9f8ba58fbf25dd3_Letting Go.webp?,7,https://ziifsmeagbyyjsnmxwns.supabase.co/storage/v1/object/public/content/summaries/audio/5e3667a8f9f8ba58fbf25dd3_Letting Go.mp3?,Discover the transformative power of letting go and how it can lead to inner peace.,false,false,true,2025-09-24 11:56:40.591511+00
2610c709-8108-4e18-aca5-a71b6e8e9fc3,2025-09-27 12:33:06+00,d3dd99f3976e3d5af5aa9afb,19:59,In the Company of Babuji,Y K Gupta,Spirituality,https://ziifsmeagbyyjsnmxwns.supabase.co/storage/v1/object/public/content/summaries/cover-pages/In%20the%20Company%20of%20Babuji.webp,8,https://ziifsmeagbyyjsnmxwns.supabase.co/storage/v1/object/public/content/summaries/audio/In_the_Company_of_Babuji.mp3,"Journey through the life and teachings of Babuji, a spiritual mentor, and discover the essence of love and service.",heartfulness,true,true,2025-09-24 11:56:40.591511+00
28469365-e6fc-40a6-bf9f-71ca324ff20f,2025-09-23 18:35:14.333032+00,f984ee4a3a5102f135c41810,18:06,The Willpower Instinct,Kelly McGonigal,Personal Development,https://ziifsmeagbyyjsnmxwns.supabase.co/storage/v1/object/public/content/summaries/cover-pages/The_Willpower_Instinct_cover.webp,8,https://ziifsmeagbyyjsnmxwns.supabase.co/storage/v1/object/public/content/summaries/audio/The%20Willpower%20Instinct.mp3,Understand the science behind willpower and develop strategies to strengthen your self-control.,false,false,true,2025-09-24 11:56:40.591511+00
299c30e8-3edd-43ab-995a-6ad132833700,2025-09-26 04:12:30.68479+00,014e7a5e7a97a09223faf550,22:17,Get Smart,Brian Tracy,Productivity,https://ziifsmeagbyyjsnmxwns.supabase.co/storage/v1/object/public/content/summaries/cover-pages/014e7a5e7a97a09223faf550_Get_Smart.webp?,7,https://ziifsmeagbyyjsnmxwns.supabase.co/storage/v1/object/public/content/summaries/audio/014e7a5e7a97a09223faf550_Get Smart_voice.mp3?,Master the art of productivity with proven strategies to maximize your time and achieve your goals.,,false,true,2025-09-26 04:12:30.68479+00
2a74d26c-076c-4b3d-8788-b9eeedfefa06,2025-09-23 17:49:14.579182+00,01e6fc00a79967d9f1a198fa,15:48,The Joy of Movement,Kelly McGonigal,Body,https://ziifsmeagbyyjsnmxwns.supabase.co/storage/v1/object/public/content/summaries/cover-pages/01e6fc00a79967d9f1a198fa_The Joy of Movement.webp?,6,https://ziifsmeagbyyjsnmxwns.supabase.co/storage/v1/object/public/content/summaries/audio/01e6fc00a79967d9f1a198fa_The Joy of Movement.mp3?,,false,false,true,2025-09-24 11:56:40.591511+00
2b52a143-4a36-4e1e-b202-05decb29be48,2025-09-26 04:16:40.395066+00,57e8bfc878ca2237a3a4f0a1,18:44,Burnout: The Secret to Unlocking the Stress Cycle,Emily Nagoski & Amelia Nagoski,Health,https://ziifsmeagbyyjsnmxwns.supabase.co/storage/v1/object/public/content/summaries/cover-pages/57e8bfc878ca2237a3a4f0a1_Burnout: The Secret to Unlocking the Stress Cycle.webp?,6,https://ziifsmeagbyyjsnmxwns.supabase.co/storage/v1/object/public/content/summaries/audio/Burnout_%20The%20Secret%20to%20Unlocking%20the%20Stress%20Cycle_voice.mp3,Uncover the secrets to breaking free from the cycles of stress and burnout to reclaim your well-being.,,false,true,2025-09-26 04:16:40.395066+00
2b596717-2692-44b6-a768-5339499c4490,2025-09-27 12:33:17+00,c47c7806-0f43-4e18-aff8-d0abfb115aa5,17:41,Spiritual Anatomy,Kamlesh D Patel,Spirituality,https://ziifsmeagbyyjsnmxwns.supabase.co/storage/v1/object/public/content/summaries/cover-pages/Spiritual%20Anatomy.webp,8,https://ziifsmeagbyyjsnmxwns.supabase.co/storage/v1/object/public/content/summaries/audio/Spiritual_Anatomy.mp3,"How to Use Your Inner Map to Find Peace, Clarity, and Purpose.",heartfulness,true,true,2025-09-24 11:56:40.591511+00
2d242a27-75b5-4952-97fa-b30437cef044,2025-09-23 17:48:59.83202+00,c1645e3b17312f5cc2d7d9c3,14:11,Spiders Web vol. 3,Shri Parthasarathi Rajagopalachari,Philosophy,https://ziifsmeagbyyjsnmxwns.supabase.co/storage/v1/object/public/content/summaries/cover-pages/c1645e3b17312f5cc2d7d9c3_Spiders Web vol. 3.webp?,6,https://ziifsmeagbyyjsnmxwns.supabase.co/storage/v1/object/public/content/summaries/audio/c1645e3b17312f5cc2d7d9c3_Spiders Web vol. 3.mp3?,Explore deeper philosophical inquiries that provoke thought and introspection.,heartfulness,false,true,2025-09-24 11:56:40.591511+00
32b234ff-b9cb-4f14-b896-ee2d7c7c4eeb,2025-09-26 04:26:46+00,c989f8e07b9d7b23daccb35c,16:11,Atomic Habits,James Clear,Personal Development,https://ziifsmeagbyyjsnmxwns.supabase.co/storage/v1/object/public/content/summaries/cover-pages/Atomic%20Habits.webp,9,https://ziifsmeagbyyjsnmxwns.supabase.co/storage/v1/object/public/content/summaries/audio/Atomic_Habits.mp3,An Easy & Proven Way to Build Good Habits & Break Bad Ones,false,true,true,2025-09-24 11:56:40.591511+00
36ae6cf7-ac28-4527-974f-c4803e6d520c,2025-09-23 17:49:14.956674+00,4337318ce0b73121980ba6bd,22:38,The Man Who Mistook His Wife for a Hat,Oliver Sacks,Body,https://ziifsmeagbyyjsnmxwns.supabase.co/storage/v1/object/public/content/summaries/cover-pages/4337318ce0b73121980ba6bd_The Man Who Mistook His Wife for a Hat.webp?,7,https://ziifsmeagbyyjsnmxwns.supabase.co/storage/v1/object/public/content/summaries/audio/4337318ce0b73121980ba6bd_The Man Who Mistook His Wife for a Hat.mp3?,,false,false,true,2025-09-24 11:56:40.591511+00
379ff91d-bf6a-4f2c-adb5-1f0b5a86ed37,2025-09-23 17:49:08.831784+00,8cb3291650a9b389db7c4c9e,25:03,The Body: A Guide for Occupants,Bill Bryson,Body,https://ziifsmeagbyyjsnmxwns.supabase.co/storage/v1/object/public/content/summaries/cover-pages/8cb3291650a9b389db7c4c9e_The Body: A Guide for Occupants.webp?,10,https://ziifsmeagbyyjsnmxwns.supabase.co/storage/v1/object/public/content/summaries/audio/8cb3291650a9b389db7c4c9e_The Body: A Guide for Occupants.mp3?,,false,false,true,2025-09-24 11:56:40.591511+00
3866f912-9e13-443e-a2ac-2d3e5dfc6770,2025-09-23 17:49:17.986553+00,cc41f9b703f241606377d8b3,20:27,Willpower: Rediscovering the Greatest Human Strength,Roy F. Baumeister & John Tierney,Mind,https://ziifsmeagbyyjsnmxwns.supabase.co/storage/v1/object/public/content/summaries/cover-pages/cc41f9b703f241606377d8b3_Willpower: Rediscovering the Greatest Human Strength.webp?,6,https://ziifsmeagbyyjsnmxwns.supabase.co/storage/v1/object/public/content/summaries/audio/cc41f9b703f241606377d8b3_Willpower: Rediscovering the Greatest Human Strength.mp3?,,false,false,true,2025-09-24 11:56:40.591511+00
388dad7b-f42a-4100-b536-b1d8f05be800,2025-09-23 17:49:06.473645+00,3997d754550dfa0590e4c1bb,14:48,The Loneliness Cure,Kory Floyd,Psychology,https://ziifsmeagbyyjsnmxwns.supabase.co/storage/v1/object/public/content/summaries/cover-pages/3997d754550dfa0590e4c1bb_The Loneliness Cure.webp?,6,https://ziifsmeagbyyjsnmxwns.supabase.co/storage/v1/object/public/content/summaries/audio/3997d754550dfa0590e4c1bb_The Loneliness Cure.mp3?,Discover strategies to overcome loneliness and build meaningful connections.,false,false,true,2025-09-24 11:56:40.591511+00
3bf7254b-f2c6-4d5d-854f-67bc3c6bcca7,2025-09-23 17:49:20.928054+00,8cec5935753d4a91a0af9f79,23:50,Complete Works of Ram Chandra vol. 2,Shri Ram Chandra,Spirituality,https://ziifsmeagbyyjsnmxwns.supabase.co/storage/v1/object/public/content/summaries/cover-pages/8cec5935753d4a91a0af9f79_Complete Works of Ram Chandra vol. 2.webp?,8,https://ziifsmeagbyyjsnmxwns.supabase.co/storage/v1/object/public/content/summaries/audio/CWRC_2.mp3,Continue your journey through the rich spiritual teachings of Ram Chandra.,heartfulness,false,true,2025-09-24 11:56:40.591511+00
3d169644-3402-45a5-806c-52080d3e6d3f,2025-09-23 17:48:56.054737+00,48b88d565dd40b745de573db,15:30,Chatter: The Voice in Our Head and How to Harness It,Ethan Kross,Mind,https://ziifsmeagbyyjsnmxwns.supabase.co/storage/v1/object/public/content/summaries/cover-pages/48b88d565dd40b745de573db_Chatter: The Voice in Our Head and How to Harness It.webp?,6,https://ziifsmeagbyyjsnmxwns.supabase.co/storage/v1/object/public/content/summaries/audio/48b88d565dd40b745de573db_Chatter: The Voice in Our Head and How to Harness It.mp3?,,false,false,true,2025-09-24 11:56:40.591511+00
3ef49ec5-78ce-460f-9c30-9513a07e96d4,2025-09-26 04:12:36.268193+00,a8c60e6fda2546b5c45c4c41,24:12,How Not to Die,"Michael Greger, M.D.",Health,https://ziifsmeagbyyjsnmxwns.supabase.co/storage/v1/object/public/content/summaries/cover-pages/a8c60e6fda2546b5c45c4c41_How_Not_to_Die.webp?,8,https://ziifsmeagbyyjsnmxwns.supabase.co/storage/v1/object/public/content/summaries/audio/a8c60e6fda2546b5c45c4c41_How Not to Die_voice.mp3?,"Learn how dietary choices can prevent and reverse disease, empowering you to live a longer, healthier life.",,false,true,2025-09-26 04:12:36.268193+00
43a719d1-b700-44c8-8176-695050ce0287,2025-09-27 12:33:45+00,95b1978a71e52fa496bd3992,21:09,The Wisdom Bridge,Kamlesh D. Patel,Personal Development,https://ziifsmeagbyyjsnmxwns.supabase.co/storage/v1/object/public/content/summaries/cover-pages/The%20Wisdom%20Bridge.webp,11,https://ziifsmeagbyyjsnmxwns.supabase.co/storage/v1/object/public/content/summaries/audio/The_Wisdom_Bridge.mp3,Nine Principles to a Life that Echoes in the Hearts of Your Loved Ones,heartfulness,true,true,2025-09-24 11:56:40.591511+00
44bf9a51-ea26-47c9-b6a5-40ae25e5e6ad,2025-09-23 17:49:12.760213+00,d40298c9faeed5fa0871d52a,21:45,The Not To Do List,Rolf Dobelli,Productivity,https://ziifsmeagbyyjsnmxwns.supabase.co/storage/v1/object/public/content/summaries/cover-pages/d40298c9faeed5fa0871d52a_The Not To Do List.webp?,8,https://ziifsmeagbyyjsnmxwns.supabase.co/storage/v1/object/public/content/summaries/audio/d40298c9faeed5fa0871d52a_The Not To Do List.mp3?,Simplify your life and boost productivity by focusing on what not to do.,false,false,true,2025-09-24 11:56:40.591511+00
490ca5f1-13f7-4a02-a8db-8cae80ee8e05,2025-09-23 17:48:59.454548+00,825a3d98017bab11815ad281,20:08,Shift,Ethan Kross,Personal Development,https://ziifsmeagbyyjsnmxwns.supabase.co/storage/v1/object/public/content/summaries/cover-pages/825a3d98017bab11815ad281_Shift.webp?,6,https://ziifsmeagbyyjsnmxwns.supabase.co/storage/v1/object/public/content/summaries/audio/825a3d98017bab11815ad281_Shift.mp3?,Learn to shift your mindset for greater happiness and resilience in everyday life.,false,false,true,2025-09-24 11:56:40.591511+00
4e9f1799-8847-4fe5-9310-d01ffe5dd2c0,2025-09-27 12:33:10+00,b80700b53e7efe0e0a5730f6,20:07,Revealing the Personality,Shri Parthasarathi Rajagopalachari,Psychology,https://ziifsmeagbyyjsnmxwns.supabase.co/storage/v1/object/public/content/summaries/cover-pages/Revealing%20the%20Personality.webp,7,https://ziifsmeagbyyjsnmxwns.supabase.co/storage/v1/object/public/content/summaries/audio/Revealing_the_Personality.mp3,Unlock the layers of your personality to understand the true self and enhance your personal relationships.,heartfulness,true,true,2025-09-24 11:56:40.591511+00
4fb3308c-52df-4d4c-aba9-c1ad3da7cfc1,2025-09-26 04:12:42.555228+00,9b27ee4c75799bd59f202735,28:40,Noise,Daniel Kahneman,Psychology,https://ziifsmeagbyyjsnmxwns.supabase.co/storage/v1/object/public/content/summaries/cover-pages/9b27ee4c75799bd59f202735_Noise.webp?,9,https://ziifsmeagbyyjsnmxwns.supabase.co/storage/v1/object/public/content/summaries/audio/9b27ee4c75799bd59f202735_Noise_voice.mp3?,"Explore how noise influences our decisions and judgments, revealing the hidden factors that shape our lives.",,false,true,2025-09-26 04:12:42.555228+00
50355a21-c43a-43a8-a8c3-98a4fc94eb57,2025-09-26 04:24:51+00,437ee2da-9695-4fd1-ac0a-11d7b3b131f2,19:10,The Complete Works of Ram Chandra,Ram Chandra,Spirituality,https://ziifsmeagbyyjsnmxwns.supabase.co/storage/v1/object/public/content/summaries/cover-pages/Complete%20Works%20of%20Ram%20Chandra%20vol.%201.webp,8,https://ziifsmeagbyyjsnmxwns.supabase.co/storage/v1/object/public/content/summaries/audio/Complete_Works_of_Ram_Chanddra.mp3,The Path to the True Spiritual Awakening,heartfulness,true,true,2025-09-24 11:56:40.591511+00
5039c2e0-7329-4f6c-b45c-248d657821ac,2025-09-23 17:49:23.350038+00,6d5b563f7025a30c993ea342,09:22,Hold on to Your Kids,Gordon Neufeld & Gabor Maté,Parenting,https://ziifsmeagbyyjsnmxwns.supabase.co/storage/v1/object/public/content/summaries/cover-pages/6d5b563f7025a30c993ea342_Hold on to Your Kids.webp?,9,https://ziifsmeagbyyjsnmxwns.supabase.co/storage/v1/object/public/content/summaries/audio/6d5b563f7025a30c993ea342_Hold on to Your Kids.mp3?,Strengthen your bond with your children and foster their emotional well-being through connection.,false,false,true,2025-09-24 11:56:40.591511+00
515d58b1-2a12-4be0-bd13-e51802c785ab,2025-09-23 17:49:22.599878+00,cdabdfd94239b8b5ba0ab342,16:28,Breath: The New Science of a Lost Art,James Nestor,Body,https://ziifsmeagbyyjsnmxwns.supabase.co/storage/v1/object/public/content/summaries/cover-pages/cdabdfd94239b8b5ba0ab342_Breath: The New Science of a Lost Art.webp?,7,https://ziifsmeagbyyjsnmxwns.supabase.co/storage/v1/object/public/content/summaries/audio/cdabdfd94239b8b5ba0ab342_Breath: The New Science of a Lost Art.mp3?,,false,false,true,2025-09-24 11:56:40.591511+00
516daa99-1ee6-4498-a2f7-3f7114d5787a,2025-09-23 17:49:12.061561+00,3167e8ddbe36a269b61888b8,15:07,The Power of Showing Up,Daniel J. Siegel and Tina Payne Bryson,Parenting,https://ziifsmeagbyyjsnmxwns.supabase.co/storage/v1/object/public/content/summaries/cover-pages/3167e8ddbe36a269b61888b8_The Power of Showing Up.webp?,4,https://ziifsmeagbyyjsnmxwns.supabase.co/storage/v1/object/public/content/summaries/audio/3167e8ddbe36a269b61888b8_The Power of Showing Up.mp3?,Learn the importance of being emotionally present for your children and how it shapes their development.,false,false,true,2025-09-24 11:56:40.591511+00
5761e17c-dd45-42e8-9600-49486f1fd811,2025-09-23 17:49:20.125662+00,aabe10d67c41e74e1ffe7231,18:09,The Circadian Code,Satchin Panda,Body,https://ziifsmeagbyyjsnmxwns.supabase.co/storage/v1/object/public/content/summaries/cover-pages/aabe10d67c41e74e1ffe7231_The Circadian Code.webp?,6,https://ziifsmeagbyyjsnmxwns.supabase.co/storage/v1/object/public/content/summaries/audio/aabe10d67c41e74e1ffe7231_The Circadian Code.mp3?,,false,false,true,2025-09-24 11:56:40.591511+00
5cf2f9e3-3275-49f5-accc-ef43f6c584e3,2025-09-26 04:16:45.921516+00,79a3b42a4d53759e434a1a13,23:09,Complete Works of Ram Chandra vol. 5,Shri Ram Chandra,Spirituality,https://ziifsmeagbyyjsnmxwns.supabase.co/storage/v1/object/public/content/summaries/cover-pages/79a3b42a4d53759e434a1a13_Complete Works of Ram Chandra vol. 5.webp?,10,https://ziifsmeagbyyjsnmxwns.supabase.co/storage/v1/object/public/content/summaries/audio/79a3b42a4d53759e434a1a13_Complete Works of Ram Chandra vol. 5_voice.mp3?,Discover the essence of spirituality in the continued works of Ram Chandra.,heartfulness,false,true,2025-09-26 04:16:45.921516+00
619a68d7-2a2a-487a-8ec7-a21f3537cf6d,2025-09-23 17:49:01.275184+00,43c361b0b040b77207fa0ddb,21:55,The Innovator's Dilemma,Clayton Christensen,Leadership,https://ziifsmeagbyyjsnmxwns.supabase.co/storage/v1/object/public/content/summaries/cover-pages/43c361b0b040b77207fa0ddb_The Innovator's Dilemma.webp?,7,https://ziifsmeagbyyjsnmxwns.supabase.co/storage/v1/object/public/content/summaries/audio/43c361b0b040b77207fa0ddb_The Innovator's Dilemma.mp3?,Understand why successful companies fail and how to innovate effectively in a changing market.,false,false,true,2025-09-24 11:56:40.591511+00
64f17b4e-2858-4f89-883b-83243bad4afe,2025-09-26 04:16:57.728728+00,bbc155fb2b111bf61c4f5ff8,15:46,Switch,Chip Heath & Dan Heath,Personal Development,https://ziifsmeagbyyjsnmxwns.supabase.co/storage/v1/object/public/content/summaries/cover-pages/bbc155fb2b111bf61c4f5ff8_Switch.webp?,6,https://ziifsmeagbyyjsnmxwns.supabase.co/storage/v1/object/public/content/summaries/audio/bbc155fb2b111bf61c4f5ff8_Switch_voice.mp3?,Discover the science of change and how to effectively switch behaviors for personal and organizational success.,,false,true,2025-09-26 04:16:57.728728+00
66f37121-0a17-40ba-8afa-8021843793c4,2025-09-23 18:03:33+00,f861e3a265180ead7098c9f8,20:22,The Alchemist,Paulo Coelho,Purpose & Values,https://ziifsmeagbyyjsnmxwns.supabase.co/storage/v1/object/public/content/summaries/cover-pages/The%20Alchemist.webp,9,https://ziifsmeagbyyjsnmxwns.supabase.co/storage/v1/object/public/content/summaries/audio/The_Alchemist.mp3,A fable about following your dream,false,true,true,2025-09-24 11:56:40.591511+00
6b82b053-d602-421b-a1f3-84cdada20a34,2025-09-26 04:16:35.391334+00,f03dc8f0c11ca5ca62b528af,18:12,The Power of Now,Eckhart Tolle,Spirituality,https://ziifsmeagbyyjsnmxwns.supabase.co/storage/v1/object/public/content/summaries/cover-pages/f03dc8f0c11ca5ca62b528af_The_Power_of_Now.webp?,7,https://ziifsmeagbyyjsnmxwns.supabase.co/storage/v1/object/public/content/summaries/audio/f03dc8f0c11ca5ca62b528af_The Power of Now_voice.mp3?,Embrace the present moment and discover the transformative power of living in the now.,,false,true,2025-09-26 04:16:35.391334+00
6e521a7c-ab5d-4a07-80cd-8d3eed97bc56,2025-09-23 17:49:02.698186+00,be4467a611fb8661b3e5c051,18:05,Ecce Homo,Friedrich Nietzsche,Philosophy,https://ziifsmeagbyyjsnmxwns.supabase.co/storage/v1/object/public/content/summaries/cover-pages/be4467a611fb8661b3e5c051_Ecce Homo.webp?,5,https://ziifsmeagbyyjsnmxwns.supabase.co/storage/v1/object/public/content/summaries/audio/be4467a611fb8661b3e5c051_Ecce Homo.mp3?,Reflect on the nature of existence and human experience through the lens of Nietzsche's provocative insights.,false,false,true,2025-09-24 11:56:40.591511+00
7165ff3a-54a5-406a-a95c-4f12f6b380d9,2025-09-23 17:48:57.463293+00,cd868bfd2a664058d9182c97,26:13,Indistractable,Nir Eyal,Productivity,https://ziifsmeagbyyjsnmxwns.supabase.co/storage/v1/object/public/content/summaries/cover-pages/cd868bfd2a664058d9182c97_Indistractable.webp?,8,https://ziifsmeagbyyjsnmxwns.supabase.co/storage/v1/object/public/content/summaries/audio/cd868bfd2a664058d9182c97_Indistractable.mp3?,Learn how to master your attention and become indistractable in a world full of distractions.,false,false,true,2025-09-24 11:56:40.591511+00
