id,created_at,user_id,content_id,content_type,progress_completed,progress_total,updated_at
04441540-05aa-4d2a-8940-50e7f670e760,2025-09-30 12:59:20.743+00,a1197f9c-1055-461a-bea1-85bd37f83c9f,b2678c2e-0855-4a7b-810c-6bb043a69d3d,byte,188,188,2025-09-30 12:59:20.743
04780e0c-59ca-4d30-8959-bcda020d822e,2025-10-02 11:05:41.162+00,c9324c15-0fbb-4e75-bdbb-3b5961ceff1f,64163358-aacd-4059-9f1c-e74d841576d8,journey,89,89,2025-10-02 11:05:41.162
0494a8e6-a087-468d-b99d-1ac4e36fc719,2025-10-04 23:13:45.623+00,b145a2ea-c8e3-4e49-97b5-8082250d9791,99e9ec76-b71c-4a16-b4df-5a27218d2590,journey,247,247,2025-10-04 23:13:45.623
04bec919-3925-4ad9-9108-4244d4be1560,2025-09-30 13:00:00.012+00,5df84569-d1b8-4fb6-804d-e5248d00e953,59218631-e747-444e-b35d-c74b250f3a55,byte,107,107,2025-09-30 13:00:00.012
04e2189c-50d8-4e75-bbca-c438b5401cc5,2025-10-07 06:28:24.225+00,2f2af87b-1a51-4ae9-885c-39765dce0af8,ffef9923-95a8-41e3-859c-61e2f3c6c441,byte,135,135,2025-10-07 06:30:20.14
04e7d5c1-222c-41eb-b89f-372de69f8687,2025-10-07 08:04:52.755+00,824d3f93-b1de-4da2-af4a-9044c93fc354,7ea24f8e-ccaf-4881-9231-b0c9597ad808,summary,770,1357,2025-10-07 08:17:26.803
0500df18-e48d-4e2a-8169-1e97d979a694,2025-09-30 05:48:57.384+00,8569795b-60e0-48af-98de-86ff798002e8,be2ad415-2f72-4399-a701-7b0b641fac5c,byte,105,105,2025-09-30 05:48:57.384
05bb30a5-7f87-489b-81df-2204dca4c02d,2025-10-05 21:29:46.973+00,df1d9eaa-ea9a-4a3c-bfe1-af916ae860b7,e3d7dfe2-ad6c-4b4c-a501-986c05dd9ad3,summary,1250,1250,2025-10-05 21:29:56.258
05e80b51-8d3f-4f60-b7c3-0cebe7f680a7,2025-10-09 23:55:44.544+00,8b81f2d9-9eda-4a65-9e74-aec94dc17dd6,2b596717-2692-44b6-a768-5339499c4490,summary,799,1061,2025-10-10 00:08:44.494
05ef3997-7b06-446c-b1e8-3cfa8207a9ae,2025-09-28 16:50:13.976+00,cec22eea-2f00-44ab-b5b1-f506aa461db5,43a719d1-b700-44c8-8176-695050ce0287,summary,0,0,2025-09-28 16:50:13.976
0644cb51-7b7f-4758-b3c1-cb487ab66c50,2025-10-01 06:15:27.207+00,23754c63-f983-4850-9a50-e2fa245a0e00,b2678c2e-0855-4a7b-810c-6bb043a69d3d,byte,188,188,2025-10-01 06:15:27.207
06c8dbe3-835a-49f1-9dcb-794cad462142,2025-10-25 08:15:06.632+00,50a6a4b4-d961-4a17-baa3-e4052fc404a2,e3d7dfe2-ad6c-4b4c-a501-986c05dd9ad3,summary,1247,1250,2025-10-25 08:35:34.03
06cc0707-335f-4695-996e-602941a0bc7b,2025-10-08 08:49:28.248+00,82b73b21-2c77-43c8-8dc8-eb9f73944add,f73da11b-9c31-4688-ad4e-6e3ab119d287,byte,227,228,2025-10-08 08:52:56.675
06e703d5-dcac-4abc-a45c-006be03b3877,2025-10-02 11:50:24.439+00,e54cd5c3-76bc-4b95-bd58-f39de409d0cc,c4849c39-d9bd-4072-ba4b-d7ebc057b52d,summary,1179,1179,2025-10-02 11:50:24.439
0740666c-8a79-41cf-8ec0-8afb7151aa51,2025-10-04 06:46:47.691+00,3ad76948-a91f-4883-86c5-d056f392ddb6,c4849c39-d9bd-4072-ba4b-d7ebc057b52d,summary,0,0,2025-10-04 06:46:47.691
08345c28-68e7-47cc-a446-e89a9cdf9d33,2025-10-05 09:54:18.045+00,41c61c74-815f-4345-b30f-29665592b98d,e3d7dfe2-ad6c-4b4c-a501-986c05dd9ad3,summary,19,1250,2025-10-05 09:54:18.045
0842b1a1-4222-4d5d-9c51-77c805cb86f1,2025-09-28 13:40:46.813+00,570f9bb1-f65d-4679-ad00-e2fb1f5b9ec8,d104220f-2003-4618-9076-5f4594460a47,byte,184,184,2025-09-28 13:40:46.813
085c0a1d-442d-4bec-831e-8043d58566a7,2025-10-04 12:53:39.736+00,bf6810ba-dadc-41a2-860f-a67606f9720d,9181b76c-67a9-4328-9632-3315cfc0b427,summary,1239,1348,2025-10-04 13:13:59.74
0903a77b-b8f5-4f9c-995a-94236f912c85,2025-10-02 20:29:58.991+00,d36afa78-6e08-4820-9d2a-10ea6c929bb1,a3a943ba-0df0-4645-9019-a05abdd2b030,summary,1337,1337,2025-10-02 20:56:31.931
09599327-b90c-4b13-8534-c4646c48f4ec,2025-10-06 02:05:49.56+00,2efa06ef-b135-4d6c-8410-b1cf129c1a48,2df2492f-428f-4575-aba3-5c766d99b159,journey,109,109,2025-10-06 02:05:49.56
09882b4e-ac5b-455e-8174-81c56331769d,2025-10-20 21:15:27.574+00,6f2b03be-9399-45c7-8456-dd10bed6e402,aec0c8f9-b75a-4edc-8e60-dd7b9e92bcea,summary,519,1021,2025-10-20 21:23:47.586
0998032b-0db6-4e8b-9c13-33c074249770,2025-10-11 19:03:44.383+00,52cc37ce-ff13-48f7-8f54-c599ec854040,77f3e47f-acf5-4934-b421-d21a394d90d7,byte,125,125,2025-10-11 19:03:44.383
09d21c31-1885-4c50-bcbe-f30b381d0813,2025-10-03 07:49:22.473+00,78d7ec64-6991-4db8-8236-c7590fee5ade,a3a943ba-0df0-4645-9019-a05abdd2b030,summary,1349,1349,2025-10-03 07:49:22.473
09f55e49-d927-4252-9ccc-50dd85e93587,2025-10-05 10:54:14.958+00,3841d47b-36bf-40fa-a96e-7527c211c667,2b596717-2692-44b6-a768-5339499c4490,summary,0,0,2025-10-05 10:54:14.958
0a08b766-53a9-4792-855a-180650bdeb96,2025-10-12 20:21:42.426+00,e655f842-6a47-4716-a45d-cae3a4145e0c,c4849c39-d9bd-4072-ba4b-d7ebc057b52d,summary,1186,1186,2025-10-12 22:00:41.657
0a2c32e5-1ff6-4a08-b227-af35e7243ccd,2025-09-30 09:33:37.03+00,87ea3090-6dfc-4b88-87cd-8e9ee43b29c9,e3d7dfe2-ad6c-4b4c-a501-986c05dd9ad3,summary,0,0,2025-09-30 09:33:37.03
0a315860-0202-4546-a40e-208b72013940,2025-09-27 15:43:59.985+00,0f63e24b-b5c7-44a1-8546-c816391c02a6,b2678c2e-0855-4a7b-810c-6bb043a69d3d,byte,188,188,2025-09-27 15:43:59.985
0a451d58-089f-49eb-92c2-42166a6ecdab,2025-10-05 20:49:17.195+00,cc2f6c21-3c46-434f-89e0-c865b4974330,77f3e47f-acf5-4934-b421-d21a394d90d7,byte,125,125,2025-10-05 20:51:03.187
0a76d7fc-e9c7-42ef-b02b-e23c69bc60af,2025-10-18 14:37:58.831+00,66ff7fc6-afce-48fa-8e85-018e3300fe13,b50e0d58-5ac0-427a-a4de-4b387c1c05b1,summary,0,0,2025-10-18 14:56:57.677
0a94ae9e-78fd-4ccf-b5ab-df669e9e2e45,2025-10-26 12:40:21.202+00,175a268b-313c-49ff-a8dc-a74ea11abe9c,43a719d1-b700-44c8-8176-695050ce0287,summary,839,1287,2025-10-26 12:54:01.144
0b0d7b2f-420d-4889-b143-62fdb2197751,2025-09-29 16:07:23.503+00,2d96e21c-5609-4940-9f6c-dca11cd20d96,77f3e47f-acf5-4934-b421-d21a394d90d7,byte,125,125,2025-09-29 16:07:23.503
0b4b2177-702c-4282-8990-0e965f427e3c,2025-10-05 23:23:27.386+00,c8acc3dd-97bc-4935-b3a8-293e9c7db28c,43a719d1-b700-44c8-8176-695050ce0287,summary,49,1287,2025-10-05 23:23:47.386
0b548513-6531-458f-b5c6-a98ccd06e905,2025-10-02 16:08:35.855+00,3563eed6-e605-4cf0-82ff-2f73f2ed58be,b8c04b2d-4a4d-44d8-907b-ff53044e55d2,journey,156,156,2025-10-02 16:08:35.855
0b9374b8-cdf4-437c-89e7-7c2d611070b8,2025-10-28 15:58:05.82+00,deb1f726-8f4b-466a-aa14-d3650086aceb,2b596717-2692-44b6-a768-5339499c4490,summary,0,0,2025-10-28 16:19:08.963
0ba4cdda-65f9-4f58-9023-6cf04a7ff4d4,2025-10-01 07:14:00.252+00,8fb3b538-0e67-467c-ac83-2cdb17fd32e7,c4849c39-d9bd-4072-ba4b-d7ebc057b52d,summary,0,0,2025-10-01 07:14:00.252
0ba97450-5544-4593-b2af-51ba5ab1a93a,2025-10-06 07:37:11.646+00,23754c63-f983-4850-9a50-e2fa245a0e00,59218631-e747-444e-b35d-c74b250f3a55,byte,107,107,2025-10-06 07:37:11.646
0c0100c0-2c19-41d1-ba4d-960c5fb5630e,2025-10-05 06:36:20.662+00,23754c63-f983-4850-9a50-e2fa245a0e00,2e058380-90ad-412b-9887-52149e8bc2ae,byte,143,143,2025-10-05 06:36:23.548
0c0d473a-5cf6-4cc2-959f-8e2ff867307b,2025-09-28 21:48:13.77+00,0762306d-c7ee-48c2-882a-58c1194c2b91,b50e0d58-5ac0-427a-a4de-4b387c1c05b1,summary,0,0,2025-09-28 21:48:13.77
0c0e2f47-9752-4cea-8247-8d6671141e25,2025-10-29 13:23:10.348+00,b5b7f47a-8898-4e94-9c1f-f8e41a911506,43a719d1-b700-44c8-8176-695050ce0287,summary,1286,1287,2025-10-29 13:44:17.129
0c2cea34-74ff-4406-b9ea-2941aabacd20,2025-10-01 07:44:09.809+00,74af2e38-4e67-4db3-817e-37e67e915917,b2678c2e-0855-4a7b-810c-6bb043a69d3d,byte,188,188,2025-10-01 07:44:09.809
0cbcd29d-5201-4196-a213-8f0c45f1ca6a,2025-10-02 16:02:25.775+00,a932ed42-b64a-4152-823f-53f007fde529,025020aa-1e2c-45a1-9eb1-b5b034d7095b,summary,0,0,2025-10-02 16:02:25.775
0cc81141-23bc-45c4-b4db-10faccae8660,2025-10-24 18:26:16.991+00,ff7bdf56-2a70-42ce-8ec4-88ac7c8fcf6b,2b596717-2692-44b6-a768-5339499c4490,summary,0,0,2025-10-24 18:46:57.052
0cccd338-049d-45d7-898b-248f60d58a5c,2025-10-06 17:39:35.49+00,4d3ba02b-c908-479b-a39f-a51d9b2e73ca,2b596717-2692-44b6-a768-5339499c4490,summary,59,1061,2025-10-06 17:40:15.524
0cf55174-3ddb-4432-b7d4-9f5f8e88952c,2025-10-02 06:40:49.571+00,a8ace97d-7e50-4eff-9f08-affb451db8f7,c4849c39-d9bd-4072-ba4b-d7ebc057b52d,summary,37,1186,2025-10-02 06:41:09.539
0d10c362-6c7c-460b-b76c-751a2fa6a12b,2025-10-03 09:45:23.405+00,e655f842-6a47-4716-a45d-cae3a4145e0c,701daffb-6b59-4b3d-a957-27cc4ecf302a,summary,0,0,2025-10-03 09:45:23.405
0d29accd-4473-4dbd-a34a-2a4a657143a5,2025-10-04 10:32:18.005+00,f968dc8d-b41e-4898-b840-9d116423b0c3,2610c709-8108-4e18-aca5-a71b6e8e9fc3,summary,1199,1199,2025-10-04 11:34:26.643
0da4024d-9d97-438b-98dd-62b30e1448f1,2025-10-06 18:19:51.511+00,59cf2089-ef6a-43b0-a3dd-526d868eda05,99e9ec76-b71c-4a16-b4df-5a27218d2590,journey,247,247,2025-10-06 18:19:51.511
0dbd61a7-af48-484f-9671-a8c95f1900da,2025-10-04 06:02:36.603+00,f24aeda9-390a-4d36-8cfa-1407922bb10a,c4849c39-d9bd-4072-ba4b-d7ebc057b52d,summary,0,0,2025-10-04 06:02:36.603
0dcdab1a-eb76-4ac2-acff-08daec4b460c,2025-10-15 12:45:33.852+00,ceca5f04-f85d-4946-87c4-5a2008c7d43a,77f3e47f-acf5-4934-b421-d21a394d90d7,byte,19,125,2025-10-15 12:45:33.852
0dcdf521-88e2-46d0-ae8d-c13d8829def0,2025-10-16 07:54:27.521+00,1a07d311-eb28-4e1d-a044-55de85166883,c4849c39-d9bd-4072-ba4b-d7ebc057b52d,summary,433,1186,2025-10-16 08:04:26.32
0dce5ed9-da6f-4a53-bb75-3f671f268747,2025-10-02 09:36:02.355+00,fe5f3a60-3080-4063-82c9-cf1abe92f4aa,b2678c2e-0855-4a7b-810c-6bb043a69d3d,byte,188,188,2025-10-02 09:36:02.355
0e0faee3-852e-4819-a156-d3ff7c2d50db,2025-10-03 12:56:40.716+00,bc60c7e3-3c0a-429d-85fb-a9eea160f52e,c4849c39-d9bd-4072-ba4b-d7ebc057b52d,summary,1179,1179,2025-10-03 12:56:40.716
0e4337b6-6e88-401c-a0b7-4b8d3f765a7f,2025-09-27 21:00:18.146+00,80f44570-ba50-4236-848b-e32d8f2a3edd,b2678c2e-0855-4a7b-810c-6bb043a69d3d,byte,188,188,2025-09-27 21:00:18.146
0e64d9ed-3ddc-4edf-9200-7984edcafe91,2025-10-02 19:35:55.537+00,a38c9a19-ade7-4579-bd4f-8645225ec30f,ffef9923-95a8-41e3-859c-61e2f3c6c441,byte,135,135,2025-10-02 19:35:55.537
0ec789e1-0d67-47ca-97c6-83f843fa3ce9,2025-10-08 08:52:18.541+00,2ba6764f-9d79-439e-9ae4-aefacc0b355f,2610c709-8108-4e18-aca5-a71b6e8e9fc3,summary,1199,1199,2025-10-08 09:32:38.299
0eef35eb-4f70-45cc-9dfd-9914deac0153,2025-10-12 13:57:30.579+00,37273563-380f-4728-9fad-1242421d01ab,2b596717-2692-44b6-a768-5339499c4490,summary,279,1061,2025-10-12 14:01:50.577
0ef3d9f4-a6d8-4dcc-98a0-9f681d0f5eaf,2025-10-22 06:11:39.892+00,27f81c3e-c991-4adb-9f29-de5faec6539f,2d242a27-75b5-4952-97fa-b30437cef044,summary,847,851,2025-10-22 06:25:27.697
0f940431-4453-485e-84ea-fa609b1d7fe1,2025-10-09 12:52:15.964+00,d36afa78-6e08-4820-9d2a-10ea6c929bb1,5cf2f9e3-3275-49f5-accc-ef43f6c584e3,summary,1389,1389,2025-10-09 13:15:05.89
0fed3711-7620-4fe1-b504-ea9b9495a362,2025-10-03 07:31:23.357+00,b0277fec-ded5-40e0-bd26-8539430691d9,77f3e47f-acf5-4934-b421-d21a394d90d7,byte,125,125,2025-10-03 07:37:11.076
0fefaffa-fccf-4b8e-9144-8d39c885ef6a,2025-10-02 23:01:23.916+00,365b600d-7a22-4c38-8e83-2b8311a3ea07,701daffb-6b59-4b3d-a957-27cc4ecf302a,summary,1073,1073,2025-10-02 23:01:23.916
10765732-c131-4a49-b62d-e984d45d9d84,2025-10-02 11:50:08.389+00,e54cd5c3-76bc-4b95-bd58-f39de409d0cc,43a719d1-b700-44c8-8176-695050ce0287,summary,1269,1269,2025-10-02 11:50:08.389
10a8b6f0-0d73-4b5e-bd02-34cd7660efc1,2025-10-03 11:20:44.798+00,00912375-28ea-422f-b0e2-dfa87cc2ef6d,2b596717-2692-44b6-a768-5339499c4490,summary,0,0,2025-10-03 11:20:44.798
1152ab30-9e6a-49f6-82a6-d7966541e7fb,2025-10-04 12:55:24.488+00,dd768840-2d41-48c9-b8ef-392e1a7e1137,77f3e47f-acf5-4934-b421-d21a394d90d7,byte,125,125,2025-10-04 12:57:10.87
117aba95-6fc4-4f33-8262-117015f3c794,2025-10-05 10:56:24.647+00,5b6ef15a-3be8-484a-a9c9-751d065675aa,fa86e29f-8020-4c56-be6a-14de5bb2d58e,byte,19,155,2025-10-05 10:56:24.647
11d3cfcf-b973-48aa-91d7-de6c870040f2,2025-10-02 13:47:23.015+00,10fb13d2-2bcf-42a6-b7df-4a22726fc2d5,43a719d1-b700-44c8-8176-695050ce0287,summary,1179,1287,2025-10-02 14:06:44.2
11d5dedd-e628-4e8b-baef-d3adfffa385a,2025-09-30 17:20:53.392+00,16a2cce0-32d2-49cc-b517-77e55a3a8f13,c4849c39-d9bd-4072-ba4b-d7ebc057b52d,summary,0,0,2025-09-30 17:20:53.392
11da4d20-9a37-4357-88af-463dbb9e6226,2025-10-04 06:24:42.217+00,cfd11b8b-ffd2-4e55-a4de-253950a44e48,b50e0d58-5ac0-427a-a4de-4b387c1c05b1,summary,1095,1095,2025-10-04 06:24:42.217
12178474-dad8-4686-95e9-fdfde2ee8cc5,2025-09-27 13:39:45.451+00,815589d7-eab0-44e7-90d3-1814401fc65e,77f3e47f-acf5-4934-b421-d21a394d90d7,byte,125,125,2025-09-27 13:39:45.451
1222ce45-9acb-47f2-9b28-5b125710aabb,2025-10-03 19:18:49.294+00,01bf7f60-5cb6-4a19-8dae-a9b38762ddd9,c4849c39-d9bd-4072-ba4b-d7ebc057b52d,summary,1186,1186,2025-10-03 19:59:02.72
1231041b-686b-48d7-8a2e-465c50aadbf6,2025-10-15 13:18:11.231+00,505aec51-245f-4f8e-8063-1eca3637d20a,77f3e47f-acf5-4934-b421-d21a394d90d7,byte,124,125,2025-10-15 13:19:55.479
1264e7f6-04e7-45da-9db0-279f0c9abac5,2025-09-29 12:32:14.244+00,74af2e38-4e67-4db3-817e-37e67e915917,b2678c2e-0855-4a7b-810c-6bb043a69d3d,byte,188,188,2025-09-29 12:32:14.244
13271594-d718-49ae-b8e9-841331fb68df,2025-10-04 05:39:39.859+00,8984f475-91e0-48ac-baca-35d7ec755c9c,2b596717-2692-44b6-a768-5339499c4490,summary,0,0,2025-10-04 05:39:39.86
132e394a-068a-4ef4-9d3e-34446433f6da,2025-10-08 07:31:54.285+00,d51ba89f-6332-4327-81cd-4e9045fa15ee,77f3e47f-acf5-4934-b421-d21a394d90d7,byte,125,125,2025-10-08 07:31:54.285
13557422-306a-4442-a5d2-ec2ae3058e96,2025-10-04 05:06:31.619+00,f24aeda9-390a-4d36-8cfa-1407922bb10a,c4849c39-d9bd-4072-ba4b-d7ebc057b52d,summary,1186,1186,2025-10-04 05:25:58.875
13783ab3-35ed-40ac-8107-4323c9c721d0,2025-10-21 10:34:53.615+00,3dd5a388-a889-49d6-945c-8e4018e03122,77f3e47f-acf5-4934-b421-d21a394d90d7,byte,125,125,2025-10-21 10:34:55.097
13b61d3c-f5eb-49ba-82e6-ddf4b1b4803f,2025-10-21 15:53:50.335+00,f99b5c48-caa1-42d4-b37b-3f9cb7cca1ac,a3a943ba-0df0-4645-9019-a05abdd2b030,summary,830,1337,2025-10-21 16:07:30.355
13b89a45-94c9-43ad-8674-e64ccb2635aa,2025-10-14 15:27:07.728+00,34324cb0-d4c6-46e0-9a81-9f03ee15f2d6,b6006b29-0055-461d-9bf8-6eaf261b154e,byte,134,134,2025-10-14 15:27:07.728
13cd2650-433f-4a75-b669-71d6e6077bbb,2025-10-25 15:31:28.077+00,72562734-9adc-40ba-9990-1ff517f1fab1,9181b76c-67a9-4328-9632-3315cfc0b427,summary,19,1348,2025-10-25 15:31:28.077
13d2e2d6-0343-4fe0-a6b3-b7f2e77ba2cb,2025-10-10 02:17:45.425+00,bfb9d7d2-7742-43e8-97bd-2345626a1e8f,e3d7dfe2-ad6c-4b4c-a501-986c05dd9ad3,summary,456,1250,2025-10-10 02:25:05.36
141dfa20-69e7-49a2-b639-766b3c5dbf21,2025-10-14 16:08:44.381+00,daa21ec4-2cd2-4724-bf63-eec668de557f,dea581bb-61a3-47ab-9025-138f0c1b4c7e,byte,109,123,2025-10-14 16:10:13.929
149550ef-5afb-49dc-82ae-e5cfce16259d,2025-10-05 14:18:08.723+00,7069c159-0a5f-4fce-b858-b1780a9b5106,77f3e47f-acf5-4934-b421-d21a394d90d7,byte,125,125,2025-10-05 14:20:39.782
14967a10-5b5f-4ef4-ba7a-01171b96cbb0,2025-09-28 12:34:43.57+00,9c89d1d2-2b9e-437d-acc4-63217c44863b,d6366c7b-6b7f-455d-b743-b4a509e4a1df,byte,123,123,2025-09-28 12:34:43.57
14ccb537-e728-4eb9-9c9a-70fc255634d4,2025-10-25 11:11:58.04+00,6c26c45b-96e0-44a0-83ee-b2fccf681bbd,b50e0d58-5ac0-427a-a4de-4b387c1c05b1,summary,139,1110,2025-10-25 11:13:59.678
14e29453-93d4-47e2-b919-5d054aacaaec,2025-10-08 22:00:03.544+00,ff7df3e7-d740-4142-84dc-ba2fc1f1847c,b8c04b2d-4a4d-44d8-907b-ff53044e55d2,journey,156,156,2025-10-08 22:00:07.341
151ada4b-67a4-46ca-96e2-666188051401,2025-10-28 10:34:15.851+00,9a944fd7-8f14-4311-8e23-bd4535edb783,e3d7dfe2-ad6c-4b4c-a501-986c05dd9ad3,summary,447,1250,2025-10-28 10:41:35.971
155a7910-d1d1-4dad-8bc8-a227e2ed040c,2025-10-07 14:30:00.981+00,bb70ed65-3f78-484a-be25-6319b08708cf,89354efe-b8bc-477a-b9ba-74a8e5c6a7a1,summary,39,675,2025-10-07 14:30:20.88
159fb6ea-bc27-4a6a-be17-3ee73ad5ae16,2025-10-04 20:43:20.951+00,3dd5a388-a889-49d6-945c-8e4018e03122,4e9f1799-8847-4fe5-9310-d01ffe5dd2c0,summary,0,0,2025-10-04 20:43:20.951
15fd8869-df7f-4839-a6e5-ccf44b343f97,2025-10-08 15:40:12.943+00,daa21ec4-2cd2-4724-bf63-eec668de557f,bc31c08b-249e-4f6f-a8c4-5f5f930b11c0,journey,238,238,2025-10-08 15:40:12.943
164d158c-68cb-4a37-8c9b-2a4e800811af,2025-10-25 12:01:10.946+00,232baad0-151c-4db0-8708-5c291feb2e56,aec0c8f9-b75a-4edc-8e60-dd7b9e92bcea,summary,39,1021,2025-10-25 12:01:30.857
171f9d09-d0bb-4522-9d42-50af1c5282c8,2025-10-21 22:59:18.675+00,8c747703-58b8-4d50-a85c-749acad2aa98,c4849c39-d9bd-4072-ba4b-d7ebc057b52d,summary,0,0,2025-10-21 23:20:46.507
1731fba9-4ee5-415f-94d9-3824b99ab9b7,2025-10-06 01:51:07.046+00,2efa06ef-b135-4d6c-8410-b1cf129c1a48,b50e0d58-5ac0-427a-a4de-4b387c1c05b1,summary,339,1110,2025-10-06 01:56:27.051
17afa815-5e7c-47da-bdd1-2ad5921eabda,2025-09-27 13:40:12.302+00,815589d7-eab0-44e7-90d3-1814401fc65e,77f3e47f-acf5-4934-b421-d21a394d90d7,byte,125,125,2025-09-27 13:40:12.302
17fd8d70-0daf-4b91-99f6-a2a684b7f301,2025-10-06 12:57:13.136+00,c5f601e7-4002-45e7-b941-33de242cc525,b775e83f-21a0-490a-8307-0e2e3cabeee8,summary,59,924,2025-10-06 12:57:53.067
1858a0c9-fafc-483a-a9fd-d719305936f4,2025-10-16 07:23:31.734+00,16fc6a9a-c809-4251-b776-21028b2b4525,a3a943ba-0df0-4645-9019-a05abdd2b030,summary,19,1337,2025-10-16 07:23:31.734
1869d6b0-293c-4d32-ad17-2d508357f95a,2025-10-04 06:46:47.554+00,3ad76948-a91f-4883-86c5-d056f392ddb6,c4849c39-d9bd-4072-ba4b-d7ebc057b52d,summary,0,0,2025-10-04 06:46:47.554
