created_at,user_id,content_id,content_type,updated_at,id
2025-10-03 19:55:54.58+00,cd19f12f-4a0c-4004-9573-fcae53272e15,6e8f711a-b1a8-5d02-a0e8-7aef99360e7c,journey,2025-10-03 19:55:54.58+00,387bf148-e36a-429c-bd17-acd3fd397024
2025-10-05 05:14:01.89+00,ee28153a-d4f8-4510-9e82-b418576bce3b,d104220f-2003-4618-9076-5f4594460a47,byte,2025-10-05 05:14:01.89+00,3ad2da34-9db2-465e-8524-32e7b3b370e9
2025-09-29 11:12:25.335+00,5a14afe1-f38f-4240-8a26-5b8f4d0fa528,a3a943ba-0df0-4645-9019-a05abdd2b030,summary,2025-09-29 11:12:25.335+00,3f46daf7-bbdf-4304-aa16-3a67faacbb2f
2025-10-14 10:53:30.794+00,05792acd-f0e8-4675-ace8-6b3d4a4e4ba7,2b596717-2692-44b6-a768-5339499c4490,summary,2025-10-14 10:53:30.794+00,3f577483-22d3-4de4-af7a-c7bc4c96e103
2025-09-27 21:57:13.094+00,c22c498b-f78c-4a9e-a755-730738be189d,4e9f1799-8847-4fe5-9310-d01ffe5dd2c0,summary,2025-09-27 21:57:13.094+00,40a10070-9d20-41b4-a136-cd98cb6ec2fa
2025-10-03 20:57:14.616+00,be8f50d8-b5da-45a8-bfef-bbb459a1ca34,a3a943ba-0df0-4645-9019-a05abdd2b030,summary,2025-10-03 20:57:14.616+00,4218937e-a03d-49a3-9858-e72e122b1935
2025-10-05 17:37:22.229+00,ee28153a-d4f8-4510-9e82-b418576bce3b,701daffb-6b59-4b3d-a957-27cc4ecf302a,summary,2025-10-05 17:37:22.229+00,42f691c6-4e25-4ebc-8bae-6965ef5d0358
2025-10-07 11:47:17.406+00,f8387438-7bae-4fe4-940a-1cb47f94139a,d2740fc2-7a70-45bc-9b0d-a9a517062b62,byte,2025-10-07 11:47:17.406+00,441c8e94-2ce1-4e56-a194-b0710cffcf54
2025-10-02 09:28:43.025+00,66ff7fc6-afce-48fa-8e85-018e3300fe13,7ea24f8e-ccaf-4881-9231-b0c9597ad808,summary,2025-10-02 09:28:43.025+00,44222164-0c8b-4ba9-a17d-8a528f2d8f9f
2025-09-30 17:15:43.715+00,3a6594ca-388b-42d8-94c5-2f1c5ff42c9f,2b596717-2692-44b6-a768-5339499c4490,summary,2025-09-30 17:15:43.715+00,4434c99f-8396-4dca-b7c4-b1ca6f172ef1
2025-09-30 19:34:33.605+00,e2d7a9b6-c2f6-486b-b2e2-9856f4e6339f,2b596717-2692-44b6-a768-5339499c4490,summary,2025-09-30 19:34:33.605+00,45a4c310-da2f-4ca8-a4ce-8c067aa6bcf8
2025-09-27 19:14:29.705+00,7a719ed0-2e2d-4a9d-821e-81e37a64ec49,3bf7254b-f2c6-4d5d-854f-67bc3c6bcca7,summary,2025-09-27 19:14:29.705+00,477e676f-3874-4295-a484-fff687a49677
2025-10-26 07:17:41.91+00,321695ac-bba4-49dc-ae8e-f16c3887656b,dea581bb-61a3-47ab-9025-138f0c1b4c7e,byte,2025-10-26 07:17:41.91+00,48b36c7e-fb61-4b13-a4ea-dc789b8833ab
2025-10-28 23:00:03.821+00,4813f5f6-c7e7-4cf2-af3a-47d3f3688d5c,2b596717-2692-44b6-a768-5339499c4490,summary,2025-10-28 23:00:03.821+00,48c2375b-418a-40d8-8d22-1650ef7c76b0
2025-10-04 05:58:38.316+00,c9324c15-0fbb-4e75-bdbb-3b5961ceff1f,58e91f4b-a572-522d-909b-ccc65ddb9d49,journey,2025-10-04 05:58:38.316+00,49c2abba-79d2-4603-8511-68a4383c29e2
2025-10-06 22:01:33.624+00,ab1172c8-043a-48b0-a0a4-3edfeea2c062,43a719d1-b700-44c8-8176-695050ce0287,summary,2025-10-06 22:01:33.624+00,4b58a2aa-47af-4c91-888e-de0f6a2e6b0c
2025-09-29 11:13:16.543+00,5a14afe1-f38f-4240-8a26-5b8f4d0fa528,af559fea-9185-472a-b280-3bdf4df8b76c,summary,2025-09-29 11:13:16.543+00,4b58ea77-facd-4322-8ebb-bc9e8805ce2d
2025-10-03 10:09:43.708+00,a8d9b1ba-ff25-4e99-9be8-51ee312954c9,b2678c2e-0855-4a7b-810c-6bb043a69d3d,byte,2025-10-03 10:09:43.708+00,4bd4c60a-b6e1-4e95-9a8d-b8a79ea7111d
2025-10-05 04:53:57.275+00,2abd8abd-9b27-4472-82f2-92551c09a012,defc4266-1eef-4756-b61c-01836d89b08b,journey,2025-10-05 04:53:57.275+00,4cc9be8a-e041-49bc-86f4-466b10bdbb99
2025-09-27 13:19:41.049+00,4d3e52a3-2803-46b0-b1dc-fdf196d545b8,b50e0d58-5ac0-427a-a4de-4b387c1c05b1,summary,2025-09-27 13:19:41.05+00,4df9cf29-1c13-4a8f-aa79-47798e48364f
2025-09-28 15:54:02.12+00,393e4ae5-e412-4478-8d76-c1a15b8ceeef,defc4266-1eef-4756-b61c-01836d89b08b,journey,2025-09-28 15:54:02.12+00,4e52e000-d276-4f33-8b9b-35aafc1cc6d2
2025-10-15 23:03:05.075+00,fbfe5856-3143-4668-b421-c68b8c324edb,b2678c2e-0855-4a7b-810c-6bb043a69d3d,byte,2025-10-15 23:03:05.075+00,4f438b7a-b642-4c12-ba73-05348df5662a
2025-09-27 19:18:34.271+00,57d4f745-06e1-4c96-a0e3-c593f3b10f17,d6366c7b-6b7f-455d-b743-b4a509e4a1df,byte,2025-09-27 19:18:34.271+00,4f63c788-f173-4e97-91b5-72fe9271fe25
2025-09-30 12:56:01.801+00,5df84569-d1b8-4fb6-804d-e5248d00e953,ffef9923-95a8-41e3-859c-61e2f3c6c441,byte,2025-09-30 12:56:01.801+00,4f9fee30-e50e-430f-be0a-2cff9aaf7dbe
2025-09-30 19:41:41.51+00,cb72f951-a824-44ee-8cb2-6750da1f2b02,2610c709-8108-4e18-aca5-a71b6e8e9fc3,summary,2025-09-30 19:41:41.51+00,51861150-3c8f-4b99-b0b7-54ba3797599d
2025-10-14 09:33:26.231+00,52fd8b7f-c15e-470a-906b-57a69347da0d,4e9f1799-8847-4fe5-9310-d01ffe5dd2c0,summary,2025-10-14 09:33:26.231+00,5326f2c5-a7c9-4c1d-9bb9-9e6b305bf4ff
2025-09-29 11:12:37.851+00,5a14afe1-f38f-4240-8a26-5b8f4d0fa528,aec0c8f9-b75a-4edc-8e60-dd7b9e92bcea,summary,2025-09-29 11:12:37.851+00,53ad0e57-d7a0-40df-9db6-8eefb94b0362
2025-09-30 00:51:10.879+00,db126e31-d32c-47fb-ad71-33d36e0d03ce,50355a21-c43a-43a8-a8c3-98a4fc94eb57,summary,2025-09-30 00:51:10.879+00,556ba82c-f105-4618-a6c3-ce4f5a72b23d
2025-09-27 13:31:03.184+00,04f48e04-4f26-4ef3-a3e2-57c8da8cd14f,b50e0d58-5ac0-427a-a4de-4b387c1c05b1,summary,2025-09-27 13:31:03.184+00,58279373-b679-494b-9a0a-1b7b7516500a
2025-09-27 14:01:30.312+00,a6058d24-df24-42e0-92e9-8b145c025d02,b50e0d58-5ac0-427a-a4de-4b387c1c05b1,summary,2025-09-27 14:01:30.312+00,58cadbf6-bee7-4007-bbdb-08236eb77f4e
2025-09-29 11:12:49.25+00,5a14afe1-f38f-4240-8a26-5b8f4d0fa528,2610c709-8108-4e18-aca5-a71b6e8e9fc3,summary,2025-09-29 11:12:49.25+00,5b6891ac-9452-4317-b9d3-8be3fa2213be
2025-10-09 09:18:57.772+00,0b1e9a49-57a6-4bf8-99a0-9ade2aeb54cc,43a719d1-b700-44c8-8176-695050ce0287,summary,2025-10-09 09:18:57.772+00,5eff350f-d008-463e-9bc8-0475881ef1f4
2025-09-29 10:43:29.506+00,21394615-0466-4c19-a32f-3b62967b449c,43a719d1-b700-44c8-8176-695050ce0287,summary,2025-09-29 10:43:29.506+00,5fb09bb7-94b9-4666-a0b5-516fa2d0fee0
2025-10-09 19:38:51.783+00,be8f50d8-b5da-45a8-bfef-bbb459a1ca34,b2678c2e-0855-4a7b-810c-6bb043a69d3d,byte,2025-10-09 19:38:51.783+00,61963cc6-a079-4ed1-a038-08b6f89e4faf
2025-09-29 19:34:48.731+00,832659c5-d416-4997-bba8-781e6a3b611c,43a719d1-b700-44c8-8176-695050ce0287,summary,2025-09-29 19:34:48.731+00,626ae96f-9b69-4f8c-b4bc-b4e256b8a5e5
2025-09-27 19:14:07.554+00,7a719ed0-2e2d-4a9d-821e-81e37a64ec49,16d1baef-8193-4e05-a831-6e389afc66d4,summary,2025-09-27 19:14:07.554+00,63e311a5-8ca3-4c61-b26c-39c6137cf63b
2025-09-30 22:08:53.59+00,d51f312d-a0d9-480a-bc7c-8a56b0e1832b,b2678c2e-0855-4a7b-810c-6bb043a69d3d,byte,2025-09-30 22:08:53.59+00,64b89095-2c4f-497a-92dc-de37185175cd
2025-10-03 20:57:20.28+00,be8f50d8-b5da-45a8-bfef-bbb459a1ca34,aec0c8f9-b75a-4edc-8e60-dd7b9e92bcea,summary,2025-10-03 20:57:20.28+00,64fad1c6-684b-48f0-82d7-dd687595b16f
2025-10-01 15:46:22.142+00,e2d7a9b6-c2f6-486b-b2e2-9856f4e6339f,ed364aba-85e7-44fd-801d-499307199b5f,journey,2025-10-01 15:46:22.142+00,66bf6b9a-8c6b-4ae1-8d78-bfe6fa058f42
2025-09-27 12:32:34.485+00,be3d12a8-dae1-4df5-9eb5-7b5324be7122,b50e0d58-5ac0-427a-a4de-4b387c1c05b1,summary,2025-09-27 12:32:34.485+00,67a388f5-eb18-43fe-a1df-5b2e9946a995
2025-10-02 11:03:27.717+00,de77bf96-b55c-4f71-b2e0-1421c0c71e43,b2678c2e-0855-4a7b-810c-6bb043a69d3d,byte,2025-10-02 11:03:27.717+00,6805db19-0544-410b-a30b-694f30510d59
2025-10-14 09:35:09.011+00,52fd8b7f-c15e-470a-906b-57a69347da0d,c9eb7570-8b7a-4c43-9e37-981af04ed22b,summary,2025-10-14 09:35:09.011+00,69117083-e405-44f0-937c-23835163aae3
2025-10-15 07:44:26.457+00,d21988d0-ef93-493f-9034-456d7357079f,7ea24f8e-ccaf-4881-9231-b0c9597ad808,summary,2025-10-15 07:44:26.457+00,6ab19678-db13-42e9-9d1e-0fcc74e1f71f
2025-09-28 10:40:45.134+00,6dbb6ff4-2abd-44d1-af83-c9303f6bf631,b2678c2e-0855-4a7b-810c-6bb043a69d3d,byte,2025-09-28 10:40:45.134+00,6bd5bf8e-7e36-4f13-9060-370f34a53def
2025-09-27 19:14:36.426+00,7a719ed0-2e2d-4a9d-821e-81e37a64ec49,fc504004-08f5-429a-9693-5b93a8f95015,summary,2025-09-27 19:14:36.426+00,6ceeb101-e18a-4e62-9058-94a72fc348b2
2025-10-04 15:46:41.613+00,27658c94-e3f0-4c96-9fd7-1a8d812f6fe6,fc504004-08f5-429a-9693-5b93a8f95015,summary,2025-10-04 15:46:41.613+00,6dbe7078-3930-45bc-bfef-45e6f08f52b2
2025-10-05 04:46:06.24+00,f2e25418-8a3e-4302-8881-00817940e10b,43a719d1-b700-44c8-8176-695050ce0287,summary,2025-10-05 04:46:06.24+00,6e17b446-c387-4893-8831-a6a3a6920441
2025-09-27 19:13:49.561+00,7a719ed0-2e2d-4a9d-821e-81e37a64ec49,701daffb-6b59-4b3d-a957-27cc4ecf302a,summary,2025-09-27 19:13:49.561+00,6e56fadd-9426-4ae3-852c-c61f939b26d6
2025-10-22 14:31:34.587+00,d51ba89f-6332-4327-81cd-4e9045fa15ee,4e9f1799-8847-4fe5-9310-d01ffe5dd2c0,summary,2025-10-22 14:31:34.587+00,6f8b0cc5-57bf-4c37-8018-ab79ae23b02d
2025-09-28 00:29:04.907+00,acd509aa-b110-4d13-9f30-b42e28e325be,701daffb-6b59-4b3d-a957-27cc4ecf302a,summary,2025-09-28 00:29:04.907+00,6fa4d9d5-e247-414e-be12-bd1f675e24f9
2025-10-02 13:11:17.826+00,1b93ce7d-2223-4340-bddb-1aee8c240788,43a719d1-b700-44c8-8176-695050ce0287,summary,2025-10-02 13:11:17.826+00,708eeddf-9333-4463-b814-cd38e5ebbdbb
2025-10-13 09:13:13.574748+00,c9324c15-0fbb-4e75-bdbb-3b5961ceff1f,82e618fa-a346-4b6c-9c72-f42236d97f38,byte,2025-10-13 09:13:13.574748+00,70f37a41-dfce-49d9-9494-2633aae7ac85
2025-09-27 19:14:09.454+00,7a719ed0-2e2d-4a9d-821e-81e37a64ec49,5cf2f9e3-3275-49f5-accc-ef43f6c584e3,summary,2025-09-27 19:14:09.454+00,716751c4-7335-4602-b278-e746bcea7be4
2025-10-03 07:41:12.801+00,899d5230-e6fb-4358-971f-6101e4f52637,defc4266-1eef-4756-b61c-01836d89b08b,journey,2025-10-03 07:41:12.801+00,71940a81-be6e-48a5-8147-28127e4ec45d
2025-10-09 15:18:54.878+00,a3be0e1c-b7b0-4ed5-9a6c-444090ec9df2,43a719d1-b700-44c8-8176-695050ce0287,summary,2025-10-09 15:18:54.878+00,71fa024d-bac1-43fe-bdb1-badb872acca5
2025-10-03 20:57:15.563+00,be8f50d8-b5da-45a8-bfef-bbb459a1ca34,701daffb-6b59-4b3d-a957-27cc4ecf302a,summary,2025-10-03 20:57:15.563+00,72016a6c-5adc-455b-89a8-f209b3130a79
2025-09-28 22:17:05.647+00,c4635509-74fa-43db-b00e-4670743a3ac8,77f3e47f-acf5-4934-b421-d21a394d90d7,byte,2025-09-28 22:17:05.647+00,7259ffbd-c13e-4157-8aa5-aec42271175e
2025-09-28 13:00:08.254+00,702b2aba-20da-4d75-80eb-4afcd3a31c1b,b2678c2e-0855-4a7b-810c-6bb043a69d3d,byte,2025-09-28 13:00:08.254+00,7275868f-b92b-47ef-86d1-a3b7808e5fa1
2025-10-03 20:57:28.429+00,be8f50d8-b5da-45a8-bfef-bbb459a1ca34,4e9f1799-8847-4fe5-9310-d01ffe5dd2c0,summary,2025-10-03 20:57:28.429+00,72fa1125-bda5-40a2-9273-5c4b8a3392e4
2025-10-03 20:57:31.979+00,be8f50d8-b5da-45a8-bfef-bbb459a1ca34,2610c709-8108-4e18-aca5-a71b6e8e9fc3,summary,2025-10-03 20:57:31.979+00,754eb1ff-51b3-4d75-a630-240dc929611a
2025-09-28 13:56:28.916+00,c7382a26-0214-42ae-af9a-dfb3cc656da6,0d5a12fc-6a25-4d21-be10-c232b2f25b22,byte,2025-09-28 13:56:28.916+00,78b1a49c-027c-44b7-af46-a46e4404d711
2025-09-28 00:30:06.85+00,acd509aa-b110-4d13-9f30-b42e28e325be,a1d5323c-c866-4bcf-8c5b-e2b50a46cf7d,summary,2025-09-28 00:30:06.85+00,7bc0a2b6-0ec2-4f69-947f-74b7139ef981
2025-09-28 13:55:53.674+00,8d95b53e-2566-42e6-9606-9a07332f7d4b,2b596717-2692-44b6-a768-5339499c4490,summary,2025-09-28 13:55:53.674+00,7c7d1745-618b-49c4-8ac4-02e783c2e794
2025-10-02 14:55:29.04+00,062cfd4d-0c44-47ee-abd1-ffec33bd84f3,f66dfb0e-ffbe-4358-bacd-f76657ef15ca,byte,2025-10-02 14:55:29.04+00,7d77aaba-23db-4f5b-a08f-006b4e98af47
